account_id,account_name,segment,industry,region,signup_date,contract_start_date,contract_end_date,billing_term,contract_value,seats_licensed,seats_active,mau_m5,mau_m4,mau_m3,mau_m2,mau_m1,mau_m0,support_tickets_90d,escalations_90d,last_login_date,csat,customer_tenure_days,seat_utilization,avg_mau,usage_trend,days_to_renewal,high_support,has_escalation
ACC-1132,Solace Holdings,Mid-Market,Logistics,North America,2024-12-25,2024-12-25,2026-12-25,monthly,1660.09,43,17,0,1,1,1,1,1,6,0,2026-05-22,,545,39.53488372093023,0.8333333333333334,1,184.0,0,0
ACC-1341,Cedar Partners,Mid-Market,Hospitality,EMEA,2025-01-28,2025-01-28,2026-12-04,annual,67135.04,144,107,0,0,9,5,11,2,0,0,2026-05-20,4.3,511,74.30555555555556,4.5,2,163.0,0,0
ACC-1118,Nimbus Industries,SMB,Logistics,North America,2024-01-29,2024-01-29,2026-12-28,annual,5723.84,26,12,10,10,11,11,11,10,6,1,2026-05-23,,876,46.15384615384615,10.5,0,187.0,0,1
ACC-1212,Helix Labs,Mid-Market,Retail,North America,2023-04-13,2023-04-13,2027-06-23,annual,61588.39,132,99,62,53,40,33,25,14,7,0,2026-05-14,3.1,1167,75.0,37.833333333333336,-48,364.0,0,0
ACC-1096,Quill Technologies,SMB,SaaS,North America,2024-06-05,2024-06-05,2026-06-19,annual,2765.58,12,18,9,7,6,4,3,2,1,0,2026-05-29,,748,150.0,5.166666666666667,-7,-5.0,0,0
ACC-1052,Redwood Health,Mid-Market,Hospitality,North America,2022-06-05,2022-06-05,2026-03-30,annual,31608.87,74,38,22,23,22,0,0,0,5,2,2026-02-04,4.8,1479,51.35135135135135,11.166666666666666,-22,-86.0,0,1
ACC-1414,Yarrow Health,SMB,Logistics,North America,2024-08-05,2024-08-05,2027-06-20,annual,8997.83,38,29,2,0,1,2,2,0,4,0,2026-02-26,,687,76.31578947368422,1.1666666666666667,-2,361.0,0,0
ACC-1031,Crestline Works,Mid-Market,SaaS,APAC,2025-03-20,2025-03-20,2026-09-06,annual,115796.44,212,174,147,154,141,142,151,0,7,2,2026-05-25,2.8,460,82.0754716981132,122.5,-147,74.0,0,1
ACC-1271,Yarrow Media,Enterprise,Retail,North America,2026-04-25,2026-04-25,2027-04-20,annual,617663.94,687,624,304,290,228,179,122,76,5,0,2026-05-23,,59,90.82969432314411,199.83333333333334,-228,300.0,0,0
ACC-1382,Quill Trading,Mid-Market,Media,EMEA,2026-01-26,2026-01-26,2027-04-27,annual,130892.31,227,149,76,79,69,73,80,75,3,1,2026-05-26,,148,65.63876651982379,75.33333333333333,-1,307.0,0,1
ACC-1394,Onyx Corp,SMB,Hospitality,EMEA,2025-09-03,2025-09-03,2026-11-14,annual,5470.55,17,11,5,6,7,8,9,9,7,1,2026-05-31,4.7,293,64.70588235294117,7.333333333333333,4,143.0,0,1
ACC-1355,Willow Corp,SMB,Media,EMEA,2023-04-18,2023-04-18,2026-10-18,annual,9792.57,28,26,14,14,15,14,14,15,2,0,2026-05-26,3.7,1162,92.85714285714286,14.333333333333334,1,116.0,0,0
ACC-1387,Garnet Solutions,SMB,Logistics,North America,2022-06-04,2022-06-04,2026-03-19,annual,9881.46,38,16,9,10,10,9,9,10,5,0,2026-05-29,2.6,1480,42.10526315789473,9.5,1,-97.0,0,0
ACC-1145,Keystone Brands,SMB,Hospitality,North America,2024-07-09,2024-07-09,2026-08-13,monthly,665.68,27,21,0,1,1,0,0,0,3,1,2026-03-03,,714,77.77777777777779,0.3333333333333333,0,50.0,0,1
ACC-1202,Larkfield Dynamics,Enterprise,Retail,North America,2024-08-22,2024-08-22,2027-03-14,monthly,83101.55,1488,1152,635,687,810,895,936,1055,5,0,2026-05-23,3.6,670,77.41935483870968,836.3333333333334,420,263.0,0,0
ACC-1244,Juniper Dynamics,SMB,Retail,EMEA,2025-02-02,2025-02-02,2027-08-11,annual,3092.28,16,7,2,2,2,3,3,4,4,1,2026-05-24,,506,43.75,2.6666666666666665,2,413.0,0,1
ACC-1089,Nimbus Media,SMB,Manufacturing,North America,2024-03-17,2024-03-17,2027-02-16,monthly,577.87,23,21,11,11,11,10,10,10,8,1,2026-05-15,2.9,828,91.30434782608695,10.5,-1,237.0,0,1
ACC-1235,Larkfield Foods,Mid-Market,FinServ,EMEA,2026-03-21,2026-03-21,2026-04-04,monthly,3326.91,110,39,20,20,19,0,0,0,6,1,2025-12-26,2.5,94,35.45454545454545,9.833333333333334,-20,-81.0,0,1
ACC-1306,Lumen Industries,SMB,Healthcare,EMEA,2025-12-31,2025-12-31,2027-03-06,annual,15138.76,37,34,31,28,21,17,12,8,4,1,2026-05-29,4.5,174,91.8918918918919,19.5,-23,255.0,0,1
ACC-1115,Granite Corp,Enterprise,Hospitality,LATAM,2024-03-23,2024-03-23,2026-06-08,annual,203457.34,266,145,76,85,92,104,115,123,2,0,2026-05-28,,822,54.51127819548872,99.16666666666667,47,-16.0,0,0
ACC-1030,Maple Technologies,Mid-Market,Healthcare,North America,2025-08-15,2025-08-15,2026-06-05,monthly,1979.86,74,36,26,26,25,28,25,25,3,1,2026-05-20,,312,48.64864864864865,25.833333333333332,-1,-19.0,0,1
ACC-1249,Summit Trading,Mid-Market,Logistics,APAC,2026-04-08,2026-04-08,2026-11-24,annual,32032.14,101,51,0,5,4,2,3,0,0,0,2026-05-31,,76,50.495049504950494,2.3333333333333335,0,153.0,0,0
ACC-1421,Apex  Systems,Mid-Market,SaaS,APAC,2026-04-24,2026-04-24,2026-09-28,annual,73883.81,71,158,54,64,70,78,82,94,9,1,2026-05-30,3.6,60,222.53521126760566,73.66666666666667,40,96.0,0,1
ACC-1334,Solace Networks,Enterprise,FinServ,EMEA,2022-06-14,2022-06-14,2027-02-05,annual,672062.98,1049,499,321,305,294,292,291,319,5,2,2026-05-18,2.5,1470,47.569113441372735,303.6666666666667,-2,226.0,0,1
ACC-1295,Pinnacle Logistics,SMB,Media,EMEA,2022-11-20,2022-11-20,2026-12-16,annual,10913.76,29,24,12,10,8,6,4,3,2,0,2026-05-15,4.5,1311,82.75862068965517,7.166666666666667,-9,175.0,0,0
ACC-1253,Quantum Solutions,SMB,Hospitality,North America,2023-08-05,2023-08-05,2027-01-28,annual,8368.53,36,21,21,20,20,21,19,20,10,3,2026-05-21,,1053,58.333333333333336,20.166666666666668,-1,218.0,1,1
ACC-1098,Atlas Capital,Enterprise,FinServ,EMEA,2024-02-24,2024-02-24,2027-03-23,annual,-4500.0,1171,481,442,393,297,254,173,102,2,0,2026-05-23,3.8,850,41.07600341588386,276.8333333333333,-340,272.0,0,0
ACC-1384,Willow Technologies,SMB,Retail,North America,2023-09-25,2023-09-25,2027-07-09,monthly,767.08,21,11,0,0,0,0,0,0,2,0,2026-03-29,,1002,52.38095238095239,0.0,0,380.0,0,0
ACC-1380,Xenon Media,Mid-Market,Media,North America,2025-12-05,2025-12-05,2027-02-10,annual,160695.91,239,147,138,139,136,133,149,137,9,1,2026-05-25,2.9,200,61.50627615062761,138.66666666666666,-1,231.0,0,1
ACC-1177,Fjord Trading,SMB,Hospitality,North America,2025-12-20,2025-12-20,2027-04-05,annual,8571.7,28,10,4,4,3,2,1,1,4,0,2026-06-01,3.8,185,35.714285714285715,2.5,-3,285.0,0,0
ACC-1139,Summit Foods,Enterprise,Retail,North America,2022-09-12,2022-09-12,2026-10-16,annual,502423.14,605,219,84,100,105,126,133,144,3,0,2026-05-21,,1380,36.19834710743802,115.33333333333333,60,114.0,0,0
ACC-1287,Beacon Foods,Mid-Market,Construction,North America,2023-12-09,2023-12-09,2026-12-06,monthly,1980.88,81,64,34,35,39,36,37,38,11,3,2026-05-14,3.1,927,79.01234567901234,36.5,4,165.0,1,1
ACC-1002,Delta Supply,SMB,Manufacturing,North America,2024-11-18,2024-11-18,2026-12-19,annual,3643.02,12,18,3,3,3,4,4,5,5,2,2026-06-01,,582,150.0,3.6666666666666665,2,178.0,0,1
ACC-1265,Sterling Networks,Enterprise,Manufacturing,LATAM,2023-06-12,2023-06-12,2027-06-24,annual,495783.6,640,474,277,257,288,270,282,260,4,0,2026-05-24,,1107,74.0625,272.3333333333333,-17,365.0,0,0
ACC-1051,Redwood Dynamics,Mid-Market,Education,APAC,2022-05-19,2022-05-19,2026-08-17,annual,94971.41,133,58,37,35,26,19,13,0,2,0,2026-05-26,,1496,43.609022556390975,21.666666666666668,-37,54.0,0,0
ACC-1194,Yarrow Brands,SMB,Education,North America,2023-09-20,2023-09-20,2027-03-01,annual,8215.66,20,12,5,5,5,6,5,6,4,1,2026-05-23,,1007,60.0,5.333333333333333,1,250.0,0,1
ACC-1164,Crestline Logistics,Enterprise,Manufacturing,North America,2025-02-23,2025-02-23,2026-03-18,annual,703357.95,1343,873,401,483,509,592,652,680,5,0,2026-05-25,4.0,485,65.00372300819062,552.8333333333334,279,-98.0,0,0
ACC-1246,Keystone Dynamics,Enterprise,Hospitality,North America,2022-09-21,2022-09-21,2027-02-10,annual,210074.02,568,308,142,170,189,196,226,247,5,0,2026-05-30,,1371,54.22535211267606,195.0,105,231.0,0,0
ACC-1084,Xenon Partners,Mid-Market,Education,North America,2024-06-13,2024-06-13,2025-12-30,monthly,9309.32,177,167,115,118,116,103,114,103,4,0,2026-05-19,,740,94.35028248587571,111.5,-12,-176.0,0,0
ACC-1162,Ember Works,Enterprise,Media,North America,2025-06-16,2025-06-16,2025-11-23,annual,455119.31,1146,521,457,496,448,0,0,0,9,2,2025-12-14,,372,45.46247818499127,233.5,-457,-213.0,0,1
ACC-1232,Fjord Partners,SMB,Hospitality,North America,2022-05-28,2022-05-28,2026-06-24,annual,5694.66,30,17,0,0,0,0,0,1,1,0,2026-05-27,2.9,1487,56.666666666666664,0.16666666666666666,1,0.0,0,0
ACC-1248,Tundra Trading,SMB,Media,North America,2025-02-02,2025-02-02,2026-03-10,annual,12233.53,26,21,6,7,7,8,8,10,6,1,2026-05-24,4.8,506,80.76923076923077,7.666666666666667,4,-106.0,0,1
ACC-1026,Fjord Systems,,SaaS,North America,2025-03-18,2025-03-18,2026-09-26,annual,75467.44,237,149,46,52,56,62,68,75,5,1,2026-05-13,,462,62.869198312236286,59.833333333333336,29,94.0,0,1
ACC-1353,Quantum Industries,Mid-Market,Healthcare,EMEA,2024-08-09,2024-08-09,2026-08-31,annual,49618.85,80,32,0,0,0,2,2,1,2,0,2026-05-19,,683,40.0,0.8333333333333334,1,68.0,0,0
ACC-1362,Xenon Foods,SMB,Logistics,EMEA,2022-09-22,2022-09-22,2027-04-11,monthly,1333.7,31,18,15,16,15,15,16,17,8,2,2026-05-20,3.2,1370,58.06451612903226,15.666666666666666,2,291.0,0,1
ACC-1101,Vertex Group,Enterprise,Hospitality,North America,2023-05-29,2023-05-29,2026-09-08,annual,1303689.61,1314,1118,419,456,539,565,643,667,4,1,2026-05-31,,1121,85.08371385083714,548.1666666666666,248,76.0,0,1
ACC-1413,Solace Solutions,Mid-Market,Construction,EMEA,2022-06-08,2022-06-08,2027-04-22,annual,120005.2,208,79,40,43,48,55,64,67,5,1,2026-05-14,,1476,37.980769230769226,52.833333333333336,27,302.0,0,1
ACC-1281,Quantum Partners,SMB,Healthcare,North America,2025-04-30,2025-04-30,2027-01-14,monthly,332.27,12,7,3,4,4,3,4,4,4,1,2026-05-16,,419,58.333333333333336,3.6666666666666665,1,204.0,0,1
ACC-1056,Garnet Foods,SMB,Healthcare,North America,2023-01-09,2023-01-09,2026-08-29,annual,8783.98,38,32,12,13,15,17,17,20,5,2,2026-05-27,3.3,1261,84.21052631578947,15.666666666666666,8,66.0,0,1
ACC-1163,Cobalt Health,SMB,Construction,North America,2024-01-12,2024-01-12,2026-08-10,annual,8788.61,17,14,7,6,4,3,2,1,1,0,2026-05-20,,893,82.35294117647058,3.8333333333333335,-6,47.0,0,0
ACC-1114,Redwood Systems,SMB,Healthcare,North America,2025-04-20,2025-04-20,2027-01-27,annual,7837.36,37,20,7,8,10,11,12,13,6,2,2026-05-27,3.8,429,54.054054054054056,10.166666666666666,6,217.0,0,1
ACC-1367,Granite Solutions,Mid-Market,Education,APAC,2023-03-19,2023-03-19,2026-09-18,annual,57696.53,105,80,48,50,59,62,73,78,6,1,2026-05-27,,1192,76.19047619047619,61.666666666666664,30,86.0,0,1
ACC-1014,Helix Solutions,SMB,Hospitality,APAC,2024-07-16,2024-07-16,2027-02-02,annual,8955.68,31,23,17,17,18,16,17,0,3,1,2026-06-01,,707,74.19354838709677,14.166666666666666,-17,223.0,0,1
ACC-1141,Meridian Health,Enterprise,FinServ,North America,2026-05-04,2026-05-04,2027-05-21,annual,191844.77,279,241,80,91,100,117,122,137,4,0,2026-05-23,4.4,50,86.37992831541219,107.83333333333333,57,331.0,0,0
ACC-1060,Meridian Corp,Mid-Market,SaaS,North America,2025-07-21,2025-07-21,2026-06-22,monthly,3517.69,163,87,80,78,74,74,74,72,7,1,2026-05-30,4.4,337,53.37423312883436,75.33333333333333,-8,-2.0,0,1
ACC-1148,Summit Networks,SMB,SaaS,North America,2025-11-29,2025-11-29,2027-01-08,annual,3772.21,7,6,4,4,3,2,1,1,6,0,2026-05-27,2.7,206,85.71428571428571,2.5,-3,198.0,0,0
ACC-1390,Northwind Solutions,SMB,Healthcare,EMEA,2024-07-09,2024-07-09,2026-04-02,annual,8319.86,19,16,5,6,6,7,8,9,2,1,2026-05-29,,714,84.21052631578947,6.833333333333333,4,-83.0,0,1
ACC-1003,Vertex Health,Mid-Market,Logistics,APAC,2023-10-16,2023-10-16,2027-02-06,annual,153274.69,248,208,183,171,169,158,183,160,2,0,2026-05-19,,981,83.87096774193549,170.66666666666666,-23,227.0,0,0
ACC-1320,Umbra Systems,Enterprise,FinServ,North America,2026-05-29,2026-05-29,2027-05-29,monthly,80300.66,928,618,0,0,0,0,0,59,2,0,2026-05-27,3.0,25,66.59482758620689,9.833333333333334,59,339.0,0,0
ACC-1256,Pinnacle Works,Enterprise,Healthcare,North America,2025-10-09,2025-10-09,2027-03-31,annual,1074789.1,1040,683,305,371,413,459,504,530,6,0,2026-06-01,3.5,257,65.67307692307692,430.3333333333333,225,280.0,0,0
ACC-1168,Cedar Networks,Mid-Market,SaaS,North America,2022-08-27,2022-08-27,2026-09-21,monthly,6150.73,164,76,47,48,50,49,46,45,3,1,2026-05-24,,1396,46.34146341463415,47.5,-2,89.0,0,1
ACC-1065,Keystone Systems,Mid-Market,SaaS,North America,2026-02-19,2026-02-19,2026-11-04,annual,78561.7,199,155,76,89,102,103,114,128,7,1,2026-05-16,,124,77.88944723618091,102.0,52,133.0,0,1
ACC-1316,Redwood Networks,Mid-Market,Healthcare,North America,2026-03-04,2026-03-04,2026-12-31,monthly,3192.54,74,45,39,41,41,40,43,42,5,0,2026-05-17,,111,60.810810810810814,41.0,3,190.0,0,0
ACC-1307,Northwind Health,Mid-Market,Education,North America,2022-08-03,2022-08-03,2027-06-17,annual,-4500.0,115,55,23,26,28,31,34,39,7,2,2026-05-30,,1420,47.82608695652174,30.166666666666668,16,358.0,0,1
ACC-1302,Tundra Technologies,Enterprise,Hospitality,North America,2025-06-24,2025-06-24,2027-02-12,annual,390715.92,422,177,150,143,147,152,147,163,4,1,2026-05-24,4.3,364,41.943127962085306,150.33333333333334,13,233.0,0,1
ACC-1174,Pioneer Works,SMB,Media,North America,2024-09-10,2024-09-10,2026-07-21,annual,4038.94,16,12,7,6,5,4,3,1,3,2,2026-05-23,3.5,651,75.0,4.333333333333333,-6,27.0,0,1
ACC-1365,Juniper Capital,Mid-Market,Construction,LATAM,2023-05-23,2023-05-23,2026-11-30,annual,25137.22,54,44,37,29,27,19,15,10,6,1,2026-05-28,3.8,1127,81.48148148148148,22.833333333333332,-27,159.0,0,1
ACC-1111,Vertex Media,SMB,FinServ,North America,2022-08-13,2022-08-13,2026-10-21,annual,3585.61,18,9,2,3,3,4,4,4,4,0,2026-05-21,2.6,1410,50.0,3.3333333333333335,2,119.0,0,0
ACC-1269,Juniper Health,Mid-Market,Education,EMEA,2023-07-25,2023-07-25,2026-12-11,annual,50953.66,107,93,68,64,69,61,67,69,13,2,2026-06-01,,1064,86.91588785046729,66.33333333333333,1,170.0,1,1
ACC-1028,Pinnacle Health,SMB,Manufacturing,North America,2022-06-15,2022-06-15,2027-03-31,annual,16911.15,35,33,15,17,19,20,22,24,4,0,2026-05-29,,1469,94.28571428571428,19.5,9,280.0,0,0
ACC-1041,Larkfield Capital,Enterprise,SaaS,North America,2026-03-29,2026-03-29,2026-06-01,annual,261991.1,356,259,173,164,182,167,164,166,6,0,2026-05-17,,86,72.75280898876404,169.33333333333334,-7,-23.0,0,0
ACC-1381,Meridian Labs,Mid-Market,Education,North America,2023-06-09,2023-06-09,2027-06-08,monthly,9256.74,185,81,2,2,2,8,2,10,2,1,2026-05-30,,1110,43.78378378378379,4.333333333333333,8,349.0,0,1
ACC-1022,Cedar Technologies,SMB,Manufacturing,North America,2024-08-25,2024-08-25,2026-07-16,annual,1799.08,9,5,4,3,3,3,4,3,6,0,2026-05-23,,667,55.55555555555556,3.3333333333333335,-1,22.0,0,0
ACC-1080,Lumen Group,Mid-Market,SaaS,North America,2024-06-23,2024-06-23,2026-01-11,annual,-4500.0,67,42,15,16,20,0,0,0,3,1,2025-10-12,3.6,730,62.68656716417911,8.5,-15,-164.0,0,1
ACC-1032,Willow Logistics,,Construction,North America,2025-09-26,2025-09-26,2027-01-27,annual,835520.11,1353,1091,672,652,699,716,646,691,8,1,2026-05-18,,270,80.63562453806357,679.3333333333334,19,217.0,0,1
ACC-1147,Helix Logistics,Mid-Market,Hospitality,APAC,2024-02-18,2024-02-18,2026-11-01,monthly,1603.45,66,58,54,42,39,29,23,0,3,0,2026-05-28,4.2,856,87.87878787878788,31.166666666666668,-54,130.0,0,0
ACC-1377,Vertex Technologies,Enterprise,Construction,North America,2024-08-16,2024-08-16,2027-03-27,annual,313086.17,413,370,27,10,22,29,32,16,2,0,2026-05-15,,676,89.58837772397095,22.666666666666668,-11,276.0,0,0
ACC-1057,Northwind Industries,Mid-Market,Construction,EMEA,2024-05-16,2024-05-16,2026-08-06,monthly,2397.0,61,38,38,34,35,35,35,34,4,1,2026-05-13,4.1,768,62.295081967213115,35.166666666666664,-4,43.0,0,1
ACC-1062,Ionic Media,SMB,SaaS,North America,2023-06-06,2023-06-06,2026-06-30,annual,7009.24,35,13,10,11,11,10,11,10,6,1,2026-05-27,3.3,1113,37.142857142857146,10.5,0,6.0,0,1
ACC-1216,Fjord Foods,Mid-Market,Education,EMEA,2024-04-30,2024-04-30,2027-03-11,annual,20603.32,46,34,36,29,23,19,12,8,1,1,2026-05-15,,784,73.91304347826086,21.166666666666668,-28,260.0,0,1
ACC-1310,Yarrow Corp,Mid-Market,Hospitality,North America,2024-01-08,2024-01-08,2026-02-04,monthly,3490.16,130,58,59,54,54,57,50,54,9,1,2026-05-14,3.7,897,44.61538461538462,54.666666666666664,-5,-140.0,0,1
ACC-1206,Quill Media,SMB,Hospitality,EMEA,2022-12-18,2022-12-18,2026-05-13,annual,9659.93,22,19,17,17,16,0,0,0,8,2,2025-11-19,4.2,1283,86.36363636363636,8.333333333333334,-17,-42.0,0,1
ACC-1411,Garnet Capital,Mid-Market,Healthcare,North America,2023-12-11,2023-12-11,2026-05-07,annual,53150.21,77,32,28,27,30,26,28,30,5,0,2026-05-26,4.8,925,41.55844155844156,28.166666666666668,2,-48.0,0,0
ACC-1347,Maple Group,Mid-Market,Hospitality,APAC,2023-03-15,2023-03-15,2026-09-17,monthly,5179.08,128,99,48,45,49,50,49,0,0,0,2026-05-25,4.2,1196,77.34375,40.166666666666664,-48,85.0,0,0
ACC-1138,Helix Industries,SMB,Media,APAC,2025-04-27,2025-04-27,2026-12-07,monthly,555.42,23,15,5,6,7,8,9,10,7,0,2026-05-27,,422,65.21739130434783,7.5,5,166.0,0,0
ACC-1146,Beacon Systems,Enterprise,FinServ,EMEA,2026-05-13,2026-05-13,2027-05-13,monthly,24432.0,493,251,0,0,0,0,0,92,2,2,2026-05-31,3.3,41,50.91277890466531,15.333333333333334,92,323.0,0,1
ACC-1289,Redwood Industries,Mid-Market,Retail,EMEA,2026-04-08,2026-04-08,2026-11-27,annual,124182.93,223,88,62,64,72,68,66,64,3,1,2026-05-23,,76,39.46188340807175,66.0,2,156.0,0,1
ACC-1395,Apex Group,SMB,Healthcare,APAC,2026-04-09,2026-04-09,2026-08-09,annual,5043.5,13,9,4,4,5,5,5,0,6,1,2026-05-31,4.7,75,69.23076923076923,3.8333333333333335,-4,46.0,0,1
ACC-1259,Redwood Brands,SMB,Construction,APAC,2023-12-22,2023-12-22,2026-07-16,annual,1831.39,6,2,1,0,1,0,1,1,1,0,2026-05-30,,914,33.33333333333333,0.6666666666666666,0,22.0,0,0
ACC-1187,Crestline Partners,Enterprise,Hospitality,North America,2023-04-17,2023-04-17,2026-10-12,monthly,21924.28,494,354,351,361,336,333,330,344,7,1,2026-05-31,,1163,71.65991902834008,342.5,-7,110.0,0,1
ACC-1240,Crestline Brands,SMB,Media,EMEA,2024-11-05,2024-11-05,2027-06-25,annual,15511.63,32,20,15,12,9,8,5,3,4,0,2026-05-25,,595,62.5,8.666666666666666,-12,366.0,0,0
ACC-1120,Pioneer Brands,SMB,Healthcare,APAC,2025-06-24,2025-06-24,2026-09-30,annual,6344.08,17,12,5,5,6,7,8,9,3,0,2026-05-26,4.7,364,70.58823529411765,6.666666666666667,4,98.0,0,0
ACC-1228,Tundra Works,,Construction,LATAM,2023-12-04,2023-12-04,2026-10-12,annual,5983.23,17,9,0,0,0,0,0,0,3,1,2026-04-13,3.8,932,52.94117647058824,0.0,0,110.0,0,1
ACC-1422,CEDAR GROUP,Mid-Market,Manufacturing,North America,2023-02-20,2023-02-20,2026-09-30,annual,9984.71,24,32,19,18,18,19,17,20,3,0,2026-05-22,4.1,1219,133.33333333333331,18.5,1,98.0,0,0
ACC-1165,Orion Holdings,Mid-Market,SaaS,North America,2022-05-26,2022-05-26,2026-05-03,monthly,2287.22,66,49,42,44,38,39,38,39,2,0,2026-05-24,2.5,1489,74.24242424242425,40.0,-3,-52.0,0,0
ACC-1193,Garnet Holdings,SMB,SaaS,EMEA,2024-06-05,2024-06-05,2027-06-05,monthly,1343.21,30,11,7,7,8,8,8,8,2,0,2026-05-15,4.2,748,36.666666666666664,7.666666666666667,1,346.0,0,0
ACC-1013,Crestline Networks,SMB,Manufacturing,North America,2022-08-02,2022-08-02,2026-08-12,annual,7176.5,28,23,21,20,21,20,20,22,10,2,2026-05-17,,1421,82.14285714285714,20.666666666666668,1,49.0,1,1
ACC-1157,Quantum Supply,SMB,Healthcare,APAC,2022-11-11,2022-11-11,2026-08-28,monthly,362.79,14,6,3,2,2,1,1,0,4,2,2026-03-05,3.1,1320,42.857142857142854,1.5,-3,65.0,0,1
ACC-1402,Lumen Supply,Mid-Market,Hospitality,EMEA,2023-07-23,2023-07-23,2027-05-02,annual,135997.63,212,197,139,115,92,80,51,32,3,1,2026-06-01,4.1,1066,92.9245283018868,84.83333333333333,-107,312.0,0,1
ACC-1090,Keystone Logistics,Enterprise,Logistics,LATAM,2025-07-27,2025-07-27,2026-10-13,annual,1133486.96,1095,601,526,509,524,485,528,495,4,0,2026-05-19,,331,54.885844748858446,511.1666666666667,-31,111.0,0,0
ACC-1237,Xenon Trading,Mid-Market,FinServ,APAC,2022-11-11,2022-11-11,2026-07-31,annual,46106.48,74,46,27,20,18,14,11,0,1,0,2026-05-29,,1320,62.16216216216216,15.0,-27,37.0,0,0
ACC-1059,Delta Health,Mid-Market,Media,North America,2024-07-25,2024-07-25,2026-10-31,annual,106753.32,197,154,129,122,94,84,58,35,3,0,2026-05-22,,698,78.1725888324873,87.0,-94,129.0,0,0
