account_id,account_name,segment,industry,region,signup_date,contract_start_date,contract_end_date,billing_term,contract_value,seats_licensed,seats_active,mau_m5,mau_m4,mau_m3,mau_m2,mau_m1,mau_m0,support_tickets_90d,escalations_90d,last_login_date,csat,customer_tenure_days,seat_utilization,avg_mau,usage_trend,days_to_renewal,high_support,has_escalation
ACC-1389,Tundra Dynamics,SMB,Healthcare,EMEA,2023-08-11,2023-08-11,2027-03-09,annual,2655.95,11,9,4,3,4,3,4,3,4,1,2026-05-20,3.2,1047,81.81818181818183,3.5,-1,258.0,0,1
ACC-1155,Helix Systems,Mid-Market,Healthcare,EMEA,2025-03-06,2025-03-06,2026-05-25,annual,95819.71,182,103,87,83,65,57,35,22,4,0,2026-05-25,,474,56.59340659340659,58.166666666666664,-65,-30.0,0,0
ACC-1074,Harbor Foods,,Manufacturing,APAC,2024-05-15,2024-05-15,2027-03-10,annual,14441.09,36,23,10,11,13,14,16,17,6,1,2026-05-29,4.7,769,63.888888888888886,13.5,7,259.0,0,1
ACC-1079,Cobalt Systems,Enterprise,Media,North America,2023-11-24,2023-11-24,2027-02-09,monthly,23807.33,596,326,250,212,195,145,112,68,3,2,2026-05-28,,942,54.69798657718121,163.66666666666666,-182,230.0,0,1
ACC-1170,Pinnacle Partners,SMB,Manufacturing,EMEA,2023-03-08,2023-03-08,2025-12-31,annual,7358.39,15,9,0,0,0,0,0,0,0,0,2026-03-28,,1203,60.0,0.0,0,-175.0,0,0
ACC-1129,Pioneer Corp,SMB,Construction,North America,2022-05-10,2022-05-10,2026-10-03,annual,14537.91,27,21,12,14,15,16,18,19,4,0,2026-05-13,4.3,1505,77.77777777777779,15.666666666666666,7,101.0,0,0
ACC-1081,Quill Capital,Mid-Market,Retail,North America,2024-03-10,2024-03-10,2026-06-25,annual,78128.67,178,142,93,98,100,106,92,101,3,0,2026-05-24,3.5,835,79.7752808988764,98.33333333333333,8,1.0,0,0
ACC-1318,Keystone Group,Enterprise,SaaS,EMEA,2024-06-04,2024-06-04,2026-08-08,monthly,-4500.0,549,196,165,148,120,92,67,42,5,1,2026-05-15,3.4,749,35.701275045537336,105.66666666666667,-123,45.0,0,1
ACC-1050,Solace Systems,Mid-Market,Logistics,North America,2025-03-25,2025-03-25,2026-03-29,annual,39150.76,109,45,31,26,19,17,12,7,3,0,2026-05-28,4.5,455,41.284403669724774,18.666666666666668,-24,-87.0,0,0
ACC-1264,Yarrow Networks,SMB,Media,North America,2024-11-26,2024-11-26,2026-08-11,annual,6094.55,12,8,5,5,4,3,2,1,6,3,2026-05-29,4.7,574,66.66666666666666,3.3333333333333335,-4,48.0,0,1
ACC-1326,Quantum Group,,Media,EMEA,2026-01-27,2026-01-27,2026-08-04,monthly,1118.86,30,28,27,28,29,25,26,27,6,2,2026-05-13,,147,93.33333333333333,27.0,0,41.0,0,1
ACC-1173,Northwind Partners,Enterprise,Hospitality,North America,2024-10-14,2024-10-14,2027-03-09,annual,824012.07,995,943,774,853,774,836,847,770,7,3,2026-05-30,,617,94.77386934673366,809.0,-4,258.0,0,1
ACC-1357,Xenon Holdings,SMB,Hospitality,EMEA,2023-05-04,2023-05-04,2026-06-01,annual,2174.97,8,5,2,2,2,1,1,0,1,0,2026-04-11,4.1,1146,62.5,1.3333333333333333,-2,-23.0,0,0
ACC-1222,Juniper Partners,SMB,Logistics,APAC,2025-03-31,2025-03-31,2027-01-10,monthly,972.05,25,22,11,13,14,15,16,18,5,0,2026-06-01,,449,88.0,14.5,7,200.0,0,0
ACC-1319,Nimbus Supply,SMB,Media,LATAM,2024-05-09,2024-05-09,2026-05-13,annual,17533.11,33,22,17,16,16,17,17,16,7,0,2026-05-18,,775,66.66666666666666,16.5,-1,-42.0,0,0
ACC-1053,Ember Capital,SMB,FinServ,North America,2024-01-28,2024-01-28,2027-05-02,annual,17879.0,38,16,14,11,10,8,5,3,0,0,2026-05-18,,877,42.10526315789473,8.5,-11,312.0,0,0
ACC-1371,Pinnacle Trading,Mid-Market,Healthcare,APAC,2025-06-19,2025-06-19,2026-10-13,monthly,9291.11,184,119,42,48,58,65,68,0,6,2,2026-05-30,4.6,369,64.67391304347827,46.833333333333336,-42,111.0,0,1
ACC-1388,Cobalt Group,SMB,FinServ,EMEA,2024-06-04,2024-06-04,2027-04-20,annual,3005.47,12,7,4,3,3,3,3,3,4,1,2026-05-13,,749,58.333333333333336,3.1666666666666665,-1,300.0,0,1
ACC-1109,Fjord Capital,Mid-Market,Manufacturing,North America,2023-05-31,2023-05-31,2026-06-20,monthly,8227.65,180,159,7,11,1,15,4,15,2,1,2026-05-21,2.6,1119,88.33333333333333,8.833333333333334,8,-4.0,0,1
ACC-1379,Quill Logistics,Mid-Market,Logistics,EMEA,2023-07-08,2023-07-08,2027-04-16,annual,68902.74,105,83,67,63,72,64,70,65,8,1,2026-05-13,3.5,1081,79.04761904761905,66.83333333333333,-2,296.0,0,1
ACC-1328,Zephyr Networks,Mid-Market,Healthcare,North America,2024-09-22,2024-09-22,2026-09-03,annual,57261.73,236,124,70,67,73,65,71,69,3,0,2026-05-20,,639,52.54237288135594,69.16666666666667,-1,71.0,0,0
ACC-1261,Umbra Corp,SMB,Logistics,North America,2025-12-05,2025-12-05,2027-03-11,annual,4393.46,23,35,15,16,16,17,15,16,8,3,2026-05-26,,200,152.17391304347828,15.833333333333334,1,260.0,0,1
ACC-1330,Beacon Group,SMB,SaaS,EMEA,2026-01-19,2026-01-19,2026-08-17,annual,1818.77,5,4,3,2,2,1,1,0,1,0,2026-03-05,,155,80.0,1.5,-3,54.0,0,0
ACC-1239,Vertex Networks,SMB,Media,North America,2024-12-03,2024-12-03,2026-11-10,annual,18466.33,39,28,15,15,16,15,16,14,2,2,2026-05-19,3.1,567,71.7948717948718,15.166666666666666,-1,139.0,0,1
ACC-1066,Cobalt Solutions,Mid-Market,Hospitality,EMEA,2024-03-08,2024-03-08,2026-12-14,monthly,5124.74,217,190,176,149,117,94,74,45,2,0,2026-05-25,4.9,837,87.55760368663594,109.16666666666667,-131,173.0,0,0
ACC-1346,Cedar Media,Mid-Market,Healthcare,EMEA,2026-01-01,2026-01-01,2026-10-13,monthly,3602.53,164,117,45,51,61,63,70,77,0,0,2026-05-25,4.2,173,71.34146341463415,61.166666666666664,32,111.0,0,0
ACC-1188,Northwind Capital,Mid-Market,Construction,LATAM,2026-01-03,2026-01-03,2025-12-15,annual,44355.9,67,33,18,19,21,25,27,30,11,2,2026-05-16,4.2,171,49.25373134328358,23.333333333333332,12,-191.0,1,1
ACC-1231,Redwood Supply,Enterprise,Education,North America,2024-10-16,2024-10-16,2026-08-16,monthly,18461.5,490,188,16,17,15,8,18,15,7,0,2026-05-21,,615,38.36734693877551,14.833333333333334,-1,53.0,0,0
ACC-1099,Redwood Solutions,Enterprise,Retail,North America,2022-09-15,2022-09-15,2027-07-13,annual,668801.93,717,295,185,160,130,108,81,49,5,1,2026-05-29,,1377,41.14365411436541,118.83333333333333,-136,384.0,0,1
ACC-1015,Ember Labs,SMB,Media,North America,2023-02-06,2023-02-06,2026-08-09,monthly,698.59,37,28,24,22,18,15,10,6,5,0,2026-05-28,,1233,75.67567567567568,15.833333333333334,-18,46.0,0,0
ACC-1301,Apex Capital,SMB,Construction,EMEA,2025-04-12,2025-04-12,2026-07-24,annual,8288.14,32,21,9,8,6,5,4,2,3,2,2026-05-27,,437,65.625,5.666666666666667,-7,30.0,0,1
ACC-1255,Cobalt Logistics,SMB,Hospitality,North America,2023-06-07,2023-06-07,2027-06-21,annual,5276.96,26,40,7,5,4,4,2,1,2,2,2026-05-19,,1112,153.84615384615387,3.8333333333333335,-6,362.0,0,1
ACC-1086,Fjord Solutions,SMB,Logistics,APAC,2023-11-21,2023-11-21,2027-03-21,annual,11557.9,33,23,21,20,21,19,21,0,6,0,2026-05-29,,945,69.6969696969697,17.0,-21,270.0,0,0
ACC-1037,Cobalt Labs,Enterprise,Logistics,APAC,2023-10-14,2023-10-14,2026-09-18,annual,575944.27,594,544,323,330,301,337,333,333,5,0,2026-05-30,,983,91.58249158249158,326.1666666666667,10,86.0,0,0
ACC-1416,Lumen Technologies,SMB,FinServ,North America,2024-12-21,2024-12-21,2027-03-05,monthly,1187.02,30,28,19,17,15,12,8,5,6,1,2026-05-21,4.4,549,93.33333333333333,12.666666666666666,-14,254.0,0,1
ACC-1321,Umbra Dynamics,Mid-Market,Hospitality,EMEA,2023-12-16,2023-12-16,2026-06-02,annual,42480.47,60,24,21,19,21,20,20,19,8,0,2026-06-01,2.8,920,40.0,20.0,-2,-22.0,0,0
ACC-1073,Willow Holdings,Mid-Market,Healthcare,EMEA,2025-08-12,2025-08-12,2026-05-28,annual,50197.8,83,39,37,37,36,37,38,35,7,2,2026-05-16,3.5,315,46.98795180722892,36.666666666666664,-2,-27.0,0,1
ACC-1400,Cobalt Corp,SMB,SaaS,North America,2025-02-20,2025-02-20,2026-08-11,annual,10327.99,30,27,13,15,17,20,21,22,10,2,2026-05-29,3.3,488,90.0,18.0,9,48.0,1,1
ACC-1104,Onyx Labs,Mid-Market,Healthcare,EMEA,2024-09-13,2024-09-13,2026-01-05,annual,58790.07,130,118,61,69,77,0,0,0,3,1,2026-02-03,,648,90.76923076923077,34.5,-61,-170.0,0,1
ACC-1418,Larkfield Works,SMB,Healthcare,APAC,2024-07-31,2024-07-31,2026-11-09,annual,8239.03,16,24,6,6,7,6,6,6,3,0,2026-05-20,,692,150.0,6.166666666666667,0,138.0,0,0
ACC-1254,Keystone Labs,Mid-Market,SaaS,North America,2023-08-28,2023-08-28,2027-04-14,annual,71637.94,111,84,46,43,50,50,43,49,5,1,2026-05-17,,1030,75.67567567567568,46.833333333333336,3,294.0,0,1
ACC-1016,Vertex Foods,Mid-Market,Retail,LATAM,2026-05-18,2026-05-18,2027-05-18,annual,87681.78,219,141,0,0,0,0,0,48,2,0,2026-05-29,4.5,36,64.38356164383562,8.0,48,328.0,0,0
ACC-1274,Garnet Brands,Mid-Market,Manufacturing,North America,2024-03-05,2024-03-05,2026-10-30,annual,32601.51,90,61,44,41,41,42,44,43,7,0,2026-05-26,,840,67.77777777777779,42.5,-1,128.0,0,0
ACC-1088,Beacon Works,Mid-Market,Healthcare,EMEA,2024-07-19,2024-07-19,2026-06-25,annual,70548.07,106,96,76,66,50,39,29,19,4,0,2026-05-19,,704,90.56603773584906,46.5,-57,1.0,0,0
ACC-1236,Apex Logistics,Enterprise,FinServ,North America,2022-11-04,2022-11-04,2027-02-28,monthly,57556.69,823,708,476,436,443,478,437,457,10,6,2026-05-16,,1327,86.02673147023087,454.5,-19,249.0,1,1
ACC-1140,Summit Industries,Enterprise,Construction,APAC,2025-05-29,2025-05-29,2026-10-07,annual,159372.44,300,194,13,16,5,18,5,16,1,0,2026-05-13,,390,64.66666666666666,12.166666666666666,3,105.0,0,0
ACC-1102,Delta Brands,SMB,Logistics,North America,2023-09-10,2023-09-10,2027-01-23,annual,5127.44,10,9,0,0,0,0,0,0,1,0,2026-02-12,,1017,90.0,0.0,0,213.0,0,0
ACC-1351,Beacon Brands,Enterprise,Healthcare,North America,2025-07-13,2025-07-13,2026-06-07,monthly,50101.63,694,495,372,397,380,388,358,368,7,0,2026-05-15,3.4,345,71.3256484149856,377.1666666666667,-4,-17.0,0,0
ACC-1200,Pinnacle Networks,SMB,SaaS,North America,2026-05-09,2026-05-09,2027-05-09,monthly,233.38,9,3,0,0,0,0,0,1,1,1,2026-05-30,3.6,45,33.33333333333333,0.16666666666666666,1,319.0,0,1
ACC-1070,Northwind Labs,Mid-Market,Manufacturing,EMEA,2023-05-03,2023-05-03,2026-09-09,annual,100501.32,140,57,52,45,37,30,19,14,0,0,2026-05-27,3.0,1147,40.714285714285715,32.833333333333336,-38,77.0,0,0
ACC-1133,Yarrow Works,SMB,Healthcare,EMEA,2022-06-11,2022-06-11,2026-03-17,annual,2126.33,9,8,2,2,3,3,3,3,7,0,2026-05-30,,1473,88.88888888888889,2.6666666666666665,1,-99.0,0,0
ACC-1220,Willow Industries,SMB,Retail,APAC,2024-08-06,2024-08-06,2026-07-11,annual,2362.58,6,5,0,0,0,0,0,0,2,0,2026-03-16,,686,83.33333333333334,0.0,0,17.0,0,0
ACC-1417,Yarrow Capital,SMB,SaaS,EMEA,2024-02-23,2024-02-23,2026-09-09,monthly,181.17,10,8,0,0,0,0,0,0,5,1,2026-03-14,,851,80.0,0.0,0,77.0,0,1
ACC-1159,Tundra Supply,Mid-Market,Manufacturing,North America,2025-07-17,2025-07-17,2027-10-08,monthly,1796.62,41,32,12,13,16,18,18,20,7,2,2026-05-15,3.2,341,78.04878048780488,16.166666666666668,8,471.0,0,1
ACC-1406,Ionic Systems,Mid-Market,SaaS,North America,2024-07-29,2024-07-29,2026-09-03,annual,154012.31,227,166,71,83,91,97,105,115,5,1,2026-05-25,,694,73.12775330396477,93.66666666666667,44,71.0,0,1
ACC-1278,Vertex Holdings,SMB,Education,EMEA,2025-05-08,2025-05-08,2027-02-16,monthly,1043.17,38,29,23,22,23,24,22,24,6,0,2026-05-22,,411,76.31578947368422,23.0,1,237.0,0,0
ACC-1358,Keystone Solutions,SMB,Logistics,LATAM,2026-01-30,2026-01-30,2026-10-16,annual,9124.41,27,25,21,16,12,10,8,5,3,1,2026-06-01,,144,92.5925925925926,12.0,-16,114.0,0,1
ACC-1018,Umbra Networks,Mid-Market,Logistics,EMEA,2023-08-01,2023-08-01,2027-05-13,annual,24353.39,62,49,39,41,42,42,39,38,7,1,2026-05-27,2.5,1057,79.03225806451613,40.166666666666664,-1,323.0,0,1
ACC-1336,Helix Capital,Mid-Market,FinServ,APAC,2023-09-15,2023-09-15,2027-02-10,annual,28359.5,59,28,14,17,18,21,23,24,4,2,2026-05-23,,1012,47.45762711864407,19.5,10,231.0,0,1
ACC-1020,Quantum Dynamics,Mid-Market,SaaS,LATAM,2024-09-30,2024-09-30,2026-07-31,monthly,4544.83,77,45,35,38,37,37,38,38,1,0,2026-05-25,3.5,631,58.44155844155844,37.166666666666664,3,37.0,0,0
ACC-1055,Ionic Corp,Mid-Market,SaaS,North America,2025-03-29,2025-03-29,2027-03-01,annual,57683.78,201,143,99,101,101,109,99,109,6,0,2026-05-17,,451,71.14427860696517,103.0,10,250.0,0,0
ACC-1227,Solace Logistics,SMB,FinServ,EMEA,2022-07-18,2022-07-18,2026-09-04,annual,12443.53,30,12,0,0,0,0,0,0,1,0,2026-04-18,,1436,40.0,0.0,0,72.0,0,0
ACC-1360,Yarrow Solutions,Mid-Market,Healthcare,APAC,2022-06-26,2022-06-26,2026-06-21,annual,122108.05,234,116,64,78,80,95,106,0,6,1,2026-05-31,4.6,1458,49.572649572649574,70.5,-64,-3.0,0,1
ACC-1300,Meridian Technologies,Mid-Market,Logistics,EMEA,2022-07-25,2022-07-25,2025-07-30,annual,48374.1,188,133,80,64,54,0,0,0,5,0,2025-11-30,3.1,1429,70.74468085106383,33.0,-80,-329.0,0,0
ACC-1034,Redwood Partners,Mid-Market,Healthcare,EMEA,2024-09-17,2024-09-17,2026-04-26,annual,159799.54,247,120,76,63,55,0,0,0,2,0,2026-02-01,4.6,644,48.582995951417004,32.333333333333336,-76,-59.0,0,0
ACC-1150,Sterling Technologies,Mid-Market,Manufacturing,North America,2026-02-28,2026-02-28,2027-03-13,annual,11797.56,43,35,18,21,24,26,29,33,10,2,2026-05-31,4.3,115,81.3953488372093,25.166666666666668,15,262.0,1,1
ACC-1385,Yarrow Foods,Mid-Market,Media,North America,2022-11-25,2022-11-25,2026-10-28,monthly,4227.91,151,124,82,79,83,88,83,80,4,0,2026-05-23,3.3,1306,82.11920529801324,82.5,-2,126.0,0,0
ACC-1181,Pioneer Industries,SMB,Education,North America,2022-07-02,2022-07-02,2027-08-06,annual,7124.61,20,11,3,3,3,4,4,4,5,0,2026-05-21,,1452,55.00000000000001,3.5,1,408.0,0,0
ACC-1242,Solace Brands,Enterprise,Retail,North America,2023-02-17,2023-02-17,2027-04-05,annual,585926.79,710,362,210,170,135,110,83,48,2,1,2026-05-17,3.5,1222,50.985915492957744,126.0,-162,285.0,0,1
ACC-1097,Atlas Dynamics,,Manufacturing,North America,2026-03-17,2026-03-17,2027-04-09,annual,54007.66,114,80,33,41,44,48,56,60,2,0,2026-05-18,4.8,98,70.17543859649122,47.0,27,289.0,0,0
ACC-1333,Tundra Health,SMB,Media,North America,2023-03-14,2023-03-14,2026-08-24,monthly,248.11,8,7,0,0,0,0,0,0,1,0,2026-02-17,,1197,87.5,0.0,0,61.0,0,0
ACC-1154,Granite Partners,SMB,Manufacturing,North America,2023-09-15,2023-09-15,2027-10-22,annual,7203.76,32,27,7,8,10,10,12,13,3,1,2026-05-26,4.2,1012,84.375,10.0,6,485.0,0,1
ACC-1122,Delta Works,Enterprise,FinServ,EMEA,2025-10-10,2025-10-10,2026-12-19,monthly,34692.68,502,192,144,147,140,144,150,162,5,0,2026-05-19,,256,38.24701195219124,147.83333333333334,18,178.0,0,0
ACC-1113,Quill Solutions,Enterprise,Education,EMEA,2023-09-09,2023-09-09,2026-08-27,monthly,22402.6,525,412,285,275,206,183,119,73,2,1,2026-05-27,,1018,78.47619047619048,190.16666666666666,-212,64.0,0,1
ACC-1408,Quantum Capital,SMB,Retail,APAC,2023-12-08,2023-12-08,2026-11-08,annual,3136.04,6,3,1,1,1,0,1,1,11,2,2026-05-15,3.5,928,50.0,0.8333333333333334,0,137.0,1,1
ACC-1277,Xenon Brands,Mid-Market,Education,North America,2024-03-10,2024-03-10,2026-05-30,annual,65477.94,117,99,82,84,80,91,88,81,9,0,2026-05-31,4.8,835,84.61538461538461,84.33333333333333,-1,-25.0,0,0
ACC-1221,Willow Brands,SMB,Education,EMEA,2024-06-01,2024-06-01,2027-06-11,monthly,495.16,16,24,4,3,2,2,1,1,3,0,2026-05-23,3.5,752,150.0,2.1666666666666665,-3,352.0,0,0
ACC-1108,Apex Dynamics,SMB,Healthcare,North America,2023-02-08,2023-02-08,2026-03-20,annual,16269.15,33,31,17,16,18,15,16,16,7,1,2026-05-25,4.9,1231,93.93939393939394,16.333333333333332,-1,-96.0,0,1
ACC-1337,Helix Media,Mid-Market,Logistics,North America,2025-12-16,2025-12-16,2026-07-26,annual,49421.15,179,148,133,133,132,143,142,146,6,1,2026-06-01,,189,82.68156424581005,138.16666666666666,13,32.0,0,1
ACC-1094,Maple Brands,SMB,Manufacturing,APAC,2023-07-10,2023-07-10,2026-09-28,monthly,384.75,25,14,12,9,8,6,4,0,2,0,2026-05-26,2.8,1079,56.00000000000001,6.5,-12,96.0,0,0
ACC-1207,Xenon Supply,Mid-Market,Hospitality,EMEA,2024-12-10,2024-12-10,2027-01-24,monthly,4049.75,166,96,73,60,51,45,30,18,4,1,2026-05-28,,560,57.831325301204814,46.166666666666664,-55,214.0,0,1
ACC-1125,Quantum Technologies,Mid-Market,Hospitality,North America,2023-09-17,2023-09-17,2027-05-31,monthly,5925.95,101,59,20,21,25,28,29,32,3,0,2026-05-13,,1010,58.415841584158414,25.833333333333332,12,341.0,0,0
ACC-1284,Nimbus Trading,SMB,Retail,LATAM,2023-02-25,2023-02-25,2026-11-27,annual,1667.35,8,4,1,2,2,2,2,2,6,0,2026-05-25,,1214,50.0,1.8333333333333333,1,156.0,0,0
ACC-1405,Atlas Systems,Mid-Market,Education,EMEA,2025-12-11,2025-12-11,2026-05-07,annual,155312.07,216,136,48,56,65,69,79,85,4,0,2026-05-13,3.0,194,62.96296296296296,67.0,37,-48.0,0,0
ACC-1091,Yarrow Group,SMB,Manufacturing,EMEA,2023-05-24,2023-05-24,2026-08-19,monthly,476.33,13,5,2,2,2,1,1,0,4,1,2026-04-19,2.8,1126,38.46153846153847,1.3333333333333333,-2,56.0,0,1
ACC-1401,Maple Trading,Mid-Market,Manufacturing,EMEA,2022-09-20,2022-09-20,2027-02-17,annual,101125.47,210,172,54,63,70,73,81,90,8,1,2026-05-25,2.6,1372,81.9047619047619,71.83333333333333,36,238.0,0,1
ACC-1354,Nimbus Solutions,SMB,Hospitality,APAC,2026-05-11,2026-05-11,2027-05-11,annual,3743.6,15,7,0,0,0,0,0,1,2,1,2026-05-27,,43,46.666666666666664,0.16666666666666666,1,321.0,0,1
ACC-1268,Granite Capital,SMB,Media,EMEA,2022-07-03,2022-07-03,2026-11-16,annual,15582.81,36,29,17,19,20,22,25,28,8,1,2026-05-15,,1451,80.55555555555556,21.833333333333332,11,145.0,0,1
ACC-1258,Granite Health,Mid-Market,Healthcare,North America,2024-08-03,2024-08-03,2027-01-04,annual,46859.68,158,137,111,110,108,118,111,117,10,1,2026-05-21,,689,86.70886075949366,112.5,6,194.0,1,1
ACC-1204,Pioneer Networks,SMB,Logistics,North America,2026-05-27,2026-05-27,2027-05-27,annual,11042.99,36,17,0,0,0,0,0,4,2,0,2026-05-29,,27,47.22222222222222,0.6666666666666666,4,337.0,0,0
ACC-1344,Pinnacle Media,SMB,SaaS,North America,2025-11-06,2025-11-06,2026-11-10,annual,4769.0,15,6,3,3,2,2,1,0,2,0,2026-04-10,2.6,229,40.0,1.8333333333333333,-3,139.0,0,0
ACC-1024,Quill Partners,SMB,Retail,EMEA,2025-09-09,2025-09-09,2027-03-05,annual,4908.1,18,14,7,5,5,3,2,1,2,1,2026-05-29,,287,77.77777777777779,3.8333333333333335,-6,254.0,0,1
ACC-1270,Garnet Supply,Enterprise,Retail,North America,2025-09-23,2025-09-23,2026-10-27,annual,1007971.94,1475,892,262,319,357,366,417,430,5,0,2026-05-30,3.2,273,60.47457627118644,358.5,168,125.0,0,0
ACC-1292,Helix Works,SMB,Hospitality,APAC,2022-05-05,2022-05-05,2026-12-29,annual,2764.34,7,5,0,0,0,0,0,0,4,0,2026-03-24,2.6,1510,71.42857142857143,0.0,0,188.0,0,0
ACC-1303,Crestline Industries,Mid-Market,Logistics,North America,2025-09-29,2025-09-29,2026-11-06,monthly,3809.97,107,72,35,40,39,38,38,38,6,1,2026-05-14,,267,67.28971962616822,38.0,3,135.0,0,1
ACC-1126,Crestline Corp,,SaaS,North America,2025-09-23,2025-09-23,2027-01-07,annual,68997.88,101,54,29,32,32,29,29,30,7,2,2026-05-19,,273,53.46534653465347,30.166666666666668,1,197.0,0,1
ACC-1342,Apex Holdings,Enterprise,Education,North America,2022-10-13,2022-10-13,2026-09-03,monthly,41727.67,965,873,489,582,611,716,769,804,11,2,2026-05-17,4.1,1349,90.46632124352331,661.8333333333334,315,71.0,1,1
ACC-1078,Summit Partners,,Construction,North America,2022-05-07,2022-05-07,2026-10-20,monthly,3307.96,72,58,29,32,31,30,32,32,9,1,2026-05-22,,1508,80.55555555555556,31.0,3,118.0,0,1
ACC-1223,Quantum Holdings,SMB,Education,North America,2024-11-23,2024-11-23,2026-11-04,annual,5499.06,14,5,2,2,3,3,3,3,6,1,2026-05-28,4.0,577,35.714285714285715,2.6666666666666665,1,133.0,0,1
ACC-1178,Delta Industries,SMB,Healthcare,APAC,2023-10-29,2023-10-29,2026-09-08,annual,6679.9,17,14,7,6,6,6,7,0,5,0,2026-05-26,,968,82.35294117647058,5.333333333333333,-7,76.0,0,0
ACC-1280,Garnet Media,SMB,FinServ,EMEA,2026-05-15,2026-05-15,2027-05-15,monthly,1095.06,26,10,0,0,0,0,0,2,0,0,2026-05-31,,39,38.46153846153847,0.3333333333333333,2,325.0,0,0
ACC-1296,Harbor Capital,Enterprise,Manufacturing,North America,2024-01-27,2024-01-27,2026-06-07,annual,750420.01,1099,881,555,431,416,284,227,128,7,1,2026-05-25,,878,80.16378525932666,340.1666666666667,-427,-17.0,0,1
ACC-1386,Solace Technologies,Enterprise,SaaS,North America,2025-07-15,2025-07-15,2026-10-02,annual,324400.18,408,243,218,242,241,223,216,238,13,2,2026-05-23,,343,59.55882352941176,229.66666666666666,20,100.0,1,1
ACC-1245,Larkfield Media,SMB,Hospitality,APAC,2022-10-29,2022-10-29,2027-05-17,annual,7868.98,15,6,4,4,5,5,4,4,2,0,2026-05-30,,1333,40.0,4.333333333333333,0,327.0,0,0
ACC-1297,Maple Dynamics,Mid-Market,FinServ,North America,2025-02-23,2025-02-23,2026-10-06,annual,49384.31,98,47,5,6,3,6,6,2,7,2,2026-05-30,,485,47.95918367346938,4.666666666666667,-3,104.0,0,1
ACC-1061,Umbra Foods,Mid-Market,Logistics,APAC,2022-12-12,2022-12-12,2026-05-08,annual,42197.28,124,63,29,34,35,40,45,50,3,0,2026-05-31,,1289,50.806451612903224,38.833333333333336,21,-47.0,0,0
ACC-1293,Vertex Brands,Mid-Market,Education,EMEA,2024-01-20,2024-01-20,2026-10-10,monthly,1613.99,47,30,21,22,22,22,21,21,3,1,2026-05-17,,885,63.829787234042556,21.5,0,108.0,0,1
